Time [s],Value,Parity Error,Framing Error
9.341139,'139',,
9.341399,'3',,
9.341659,'140',,
9.341919,'4',,
9.342179,'8',,
9.545456,L,,
9.545716,C,,
9.545976,S,,
9.546236,A,,
9.546496,'177',,
9.546756,*,,
9.547016,'160',,
9.547276,'0',,
9.547536,\n,,
9.547796,'0',,
9.548056,'1',,
9.548316,h,,
9.548576,'28',,
9.548836,'208',,
9.549096,'15',,
9.549356,'200',,
9.549616,'23',,
9.549876,'0',,
9.550136,'0',,
9.550396,'0',,
9.550656,'0',,
9.550916,'0',,
9.551176,'169',,
9.551436,'154',,
9.551696,a,,
9.551956,'143',,
9.552216,'160',,
9.552476,'128',,
9.552736,'0',,
9.552996,'1',,
9.553256,'8',,
9.553516,'30',,
9.553776,'4',,
9.554037,'8',,
9.633799,L,,
9.634059,C,,
9.63432,S,,
9.634579,A,,
9.63484,'177',,
9.6351,*,,
9.63536,'160',,
9.63562,'0',,
9.63588,\n,,
9.63614,'0',,
9.6364,'1',,
9.63666,h,,
9.63692,'28',,
9.63718,'208',,
9.63744,'15',,
9.6377,'200',,
9.63796,'23',,
9.63822,'0',,
9.63848,'0',,
9.63874,'0',,
9.639,'0',,
9.63926,'0',,
9.63952,'169',,
9.63978,'154',,
9.64004,a,,
9.6403,'143',,
9.64056,'160',,
9.64082,'128',,
9.64108,'0',,
9.64134,'1',,
9.6416,'8',,
9.64186,'30',,
9.64212,'4',,
9.64238,'8',,
9.93366,L,,
9.93392,C,,
9.93418,S,,
9.93444,A,,
9.9347,'177',,
9.93496,*,,
9.93522,'160',,
9.93548,'0',,
9.93574,\n,,
9.936,'0',,
9.93626,'1',,
9.93652,h,,
9.93678,'28',,
9.93704,'208',,
9.9373,'15',,
9.93756,'200',,
9.93782,'23',,
9.93808,'0',,
9.93834,'0',,
9.9386,'0',,
9.93886,'0',,
9.93912,'0',,
9.93938,'169',,
9.93964,'154',,
9.9399,a,,
9.94016,'143',,
9.94042,'160',,
9.94068,'128',,
9.94094,'0',,
9.9412,'1',,
9.94146,'8',,
9.941721,'30',,
9.941981,'4',,
9.942241,'8',,
10.23386,L,,
10.23412,C,,
10.23438,S,,
10.23464,A,,
10.2349,'177',,
10.23516,*,,
10.23542,'160',,
10.23568,'0',,
10.23594,\n,,
10.2362,'0',,
10.23646,'1',,
10.23672,h,,
10.23698,'28',,
10.23724,'208',,
10.2375,'15',,
10.23776,'200',,
10.23802,'23',,
10.23828,'0',,
10.23854,'0',,
10.2388,'0',,
10.23906,'0',,
10.23932,'0',,
10.23958,'169',,
10.23984,'154',,
