Time [s],Value,Parity Error,Framing Error
1.53079,'141',,
1.53105,'160',,
1.53131,'128',,
1.53157,'176',,
1.53183,'139',,
1.53209,'19',,
1.53235,'140',,
1.53261,'4',,
1.53287,'8',,
1.534445,L,,
1.534705,C,,
1.534965,S,,
1.535225,A,,
1.535485,'250',,
1.535745,Q,,
1.536005,'160',,
1.536265,'0',,
1.536525,\n,,
1.536785,h,,
1.537045,'29',,
1.537305,'232',,
1.537565,'30',,
1.537825,'185',,
1.538085,'155',,
1.538345,'232',,
1.538605,'23',,
1.538865,'248',,
1.539125,'0',,
1.539385,'0',,
1.539645,'0',,
1.539905,'0',,
1.540165,a,,
1.540425,'142',,
1.540685,'225',,
1.540945,'141',,
1.541206,'160',,
1.541466,'128',,
1.541726,'176',,
1.541986,'139',,
1.542246,'19',,
1.542506,'140',,
1.542766,'4',,
1.543026,'8',,
1.544459,L,,
1.544719,C,,
1.544979,S,,
1.545239,A,,
1.545499,'250',,
1.545759,Q,,
1.546019,'160',,
1.546279,'0',,
1.546539,\n,,
1.546799,h,,
1.547059,'29',,
1.547319,'232',,
1.547579,'30',,
1.547839,'185',,
1.548099,'155',,
1.548359,'232',,
1.548619,'23',,
1.54888,'248',,
1.549139,'0',,
1.5494,'0',,
1.54966,'0',,
1.54992,'0',,
1.55018,'160',,
1.55044,'128',,
1.5507,'225',,
1.55096,'141',,
1.55122,'160',,
1.55148,'128',,
1.55174,'176',,
1.552,'139',,
1.55226,'19',,
1.55252,'140',,
1.55278,'4',,
1.55304,'8',,
1.554464,L,,
1.554724,C,,
1.554984,S,,
1.555244,A,,
1.555504,'250',,
1.555764,Q,,
1.556024,'160',,
1.556284,'0',,
1.556544,\n,,
1.556804,h,,
1.557064,'29',,
1.557324,'232',,
1.557584,'30',,
1.557844,'185',,
1.558104,'155',,
1.558364,'232',,
1.558624,'23',,
1.558884,'248',,
1.559144,'0',,
1.559404,'0',,
1.559664,'0',,
1.559924,'0',,
1.560184,'225',,
1.560444,'140',,
1.560704,'225',,
1.560964,'141',,
1.561224,'160',,
1.561484,'128',,
1.561744,'176',,
1.562004,'139',,
1.562264,'19',,
1.562524,'140',,
1.562784,'4',,
1.563044,'8',,
1.564632,L,,
1.564892,C,,
1.565152,S,,
1.565412,A,,
1.565672,'250',,
1.565932,Q,,
1.566192,'160',,
1.566452,'0',,
1.566712,\n,,
1.566972,h,,
1.567232,'29',,
1.567493,'232',,
1.567752,'30',,
1.568013,'185',,
1.568273,'155',,
1.568533,'232',,
1.568793,'23',,
