Time [s],Value,Parity Error,Framing Error
4.622074,'0',,
4.622334,'0',,
4.622594,'0',,
4.622854,'169',,
4.623114,'154',,
4.623374,'169',,
4.623634,'155',,
4.623894,'225',,
4.624154,'142',,
4.624415,'176',,
4.624675,'139',,
4.624935,'19',,
4.625195,'140',,
4.625455,'4',,
4.625715,'8',,
4.916992,L,,
4.917252,C,,
4.917512,S,,
4.917772,A,,
4.918032,'250',,
4.918292,Q,,
4.918552,'160',,
4.918812,'0',,
4.919072,\n,,
4.919332,'0',,
4.919592,'1',,
4.919852,'0',,
4.920112,\n,,
4.920372,'248',,
4.920632,'31',,
4.920892,H,,
4.921152,'31',,
4.921412,'255',,
4.921673,'254',,
4.921933,'0',,
4.922193,'0',,
4.922453,'0',,
4.922713,'169',,
4.922973,'154',,
4.923233,'169',,
4.923493,'155',,
4.923753,'225',,
4.924013,'142',,
4.924273,'176',,
4.924533,'139',,
4.924793,'19',,
4.925053,'140',,
4.925313,'4',,
4.925573,'8',,
